
state,area,category,number,date
montana,Northeastern,Neighborhood Groups,0,2023-01-11
montana,Northeastern,Preparedness Organizations,0,2023-01-11
montana,Northeastern,Faith-based Organizations,0,2023-01-11
montana,Northeastern,"Museums, Libraries, Parks, etc.",0,2023-01-11
montana,Northeastern,Volunteer/Service Clubs,0,2023-01-11
montana,Northeastern,Youth Organizations,0,2023-01-11
montana,Northeastern,Animal Shelter/Service Providers,0,2023-01-11
montana,Northeastern,Agriculture/Livestock Sector,0,2023-01-11
montana,Northeastern,Volunteer Radio Groups,0,2023-01-11
montana,Northeastern,Science/Engineering Organizations,0,2023-01-11
montana,Northeastern,Media Organizations,0,2023-01-11
montana,Northeastern,Other,0,2023-01-11
montana,Other Areas,Individuals/Families,0,2023-01-11
montana,Other Areas,Childcare and Pre-Schools,0,2023-01-11
montana,Other Areas,K-12 Schools and Districts,0,2023-01-11
montana,Other Areas,Colleges and Universities,0,2023-01-11
montana,Other Areas,Local Government,0,2023-01-11
montana,Other Areas,State Government,0,2023-01-11
montana,Other Areas,Federal/National Government (Including Military),0,2023-01-11
montana,Other Areas,Tribes/Indigenous Peoples,0,2023-01-11
montana,Other Areas,Businesses,0,2023-01-11
montana,Other Areas,Hotels and Other Lodgings,0,2023-01-11
montana,Other Areas,Healthcare,0,2023-01-11
montana,Other Areas,Senior Facilities/Communities,0,2023-01-11
montana,Other Areas,Disability/AFN Organizations,0,2023-01-11
montana,Other Areas,Non-Profit Organizations,0,2023-01-11
montana,Other Areas,Neighborhood Groups,0,2023-01-11
montana,Other Areas,Preparedness Organizations,0,2023-01-11
montana,Other Areas,Faith-based Organizations,0,2023-01-11
montana,Other Areas,"Museums, Libraries, Parks, etc.",0,2023-01-11
montana,Other Areas,Volunteer/Service Clubs,0,2023-01-11
montana,Other Areas,Youth Organizations,0,2023-01-11
montana,Other Areas,Animal Shelter/Service Providers,0,2023-01-11
montana,Other Areas,Agriculture/Livestock Sector,0,2023-01-11
montana,Other Areas,Volunteer Radio Groups,0,2023-01-11
montana,Other Areas,Science/Engineering Organizations,0,2023-01-11
montana,Other Areas,Media Organizations,0,2023-01-11
montana,Other Areas,Other,0,2023-01-11
nevada,Western,Individuals/Families,0,2023-01-11
nevada,Western,Childcare and Pre-Schools,0,2023-01-11
nevada,Western,K-12 Schools and Districts,0,2023-01-11
nevada,Western,Colleges and Universities,0,2023-01-11
nevada,Western,Local Government,0,2023-01-11
nevada,Western,State Government,0,2023-01-11
nevada,Western,Federal/National Government (Including Military),0,2023-01-11
nevada,Western,Tribes/Indigenous Peoples,0,2023-01-11
nevada,Western,Businesses,0,2023-01-11
nevada,Western,Hotels and Other Lodgings,0,2023-01-11
nevada,Western,Healthcare,0,2023-01-11
nevada,Western,Senior Facilities/Communities,0,2023-01-11
nevada,Western,Disability/AFN Organizations,0,2023-01-11
nevada,Western,Non-Profit Organizations,0,2023-01-11
nevada,Western,Neighborhood Groups,0,2023-01-11
nevada,Western,Preparedness Organizations,0,2023-01-11
nevada,Western,Faith-based Organizations,0,2023-01-11
nevada,Western,"Museums, Libraries, Parks, etc.",0,2023-01-11
nevada,Western,Volunteer/Service Clubs,0,2023-01-11
nevada,Western,Youth Organizations,0,2023-01-11
nevada,Western,Animal Shelter/Service Providers,0,2023-01-11
nevada,Western,Agriculture/Livestock Sector,0,2023-01-11
nevada,Western,Volunteer Radio Groups,0,2023-01-11
nevada,Western,Science/Engineering Organizations,0,2023-01-11
nevada,Western,Media Organizations,0,2023-01-11
nevada,Western,Other,0,2023-01-11
nevada,Central,Individuals/Families,0,2023-01-11
nevada,Central,Childcare and Pre-Schools,0,2023-01-11
nevada,Central,K-12 Schools and Districts,0,2023-01-11
nevada,Central,Colleges and Universities,0,2023-01-11
nevada,Central,Local Government,0,2023-01-11
nevada,Central,State Government,0,2023-01-11
nevada,Central,Federal/National Government (Including Military),0,2023-01-11
nevada,Central,Tribes/Indigenous Peoples,0,2023-01-11
nevada,Central,Businesses,0,2023-01-11
nevada,Central,Hotels and Other Lodgings,0,2023-01-11
nevada,Central,Healthcare,0,2023-01-11
nevada,Central,Senior Facilities/Communities,0,2023-01-11
nevada,Central,Disability/AFN Organizations,0,2023-01-11
nevada,Central,Non-Profit Organizations,0,2023-01-11
nevada,Central,Neighborhood Groups,0,2023-01-11
nevada,Central,Preparedness Organizations,0,2023-01-11
nevada,Central,Faith-based Organizations,0,2023-01-11
nevada,Central,"Museums, Libraries, Parks, etc.",0,2023-01-11
nevada,Central,Volunteer/Service Clubs,0,2023-01-11
nevada,Central,Youth Organizations,0,2023-01-11
nevada,Central,Animal Shelter/Service Providers,0,2023-01-11
nevada,Central,Agriculture/Livestock Sector,0,2023-01-11
nevada,Central,Volunteer Radio Groups,0,2023-01-11
nevada,Central,Science/Engineering Organizations,0,2023-01-11
nevada,Central,Media Organizations,0,2023-01-11
nevada,Central,Other,0,2023-01-11
nevada,Northeastern,Individuals/Families,0,2023-01-11
nevada,Northeastern,Childcare and Pre-Schools,0,2023-01-11
nevada,Northeastern,K-12 Schools and Districts,0,2023-01-11
nevada,Northeastern,Colleges and Universities,0,2023-01-11
nevada,Northeastern,Local Government,0,2023-01-11
nevada,Northeastern,State Government,0,2023-01-11
nevada,Northeastern,Federal/National Government (Including Military),0,2023-01-11
nevada,Northeastern,Tribes/Indigenous Peoples,0,2023-01-11
nevada,Northeastern,Businesses,0,2023-01-11
nevada,Northeastern,Hotels and Other Lodgings,0,2023-01-11
nevada,Northeastern,Healthcare,0,2023-01-11
nevada,Northeastern,Senior Facilities/Communities,0,2023-01-11
nevada,Northeastern,Disability/AFN Organizations,0,2023-01-11
nevada,Northeastern,Non-Profit Organizations,0,2023-01-11
nevada,Northeastern,Neighborhood Groups,0,2023-01-11
nevada,Northeastern,Preparedness Organizations,0,2023-01-11
nevada,Northeastern,Faith-based Organizations,0,2023-01-11
nevada,Northeastern,"Museums, Libraries, Parks, etc.",0,2023-01-11
nevada,Northeastern,Volunteer/Service Clubs,0,2023-01-11
nevada,Northeastern,Youth Organizations,0,2023-01-11
nevada,Northeastern,Animal Shelter/Service Providers,0,2023-01-11
nevada,Northeastern,Agriculture/Livestock Sector,0,2023-01-11
nevada,Northeastern,Volunteer Radio Groups,0,2023-01-11
nevada,Northeastern,Science/Engineering Organizations,0,2023-01-11
nevada,Northeastern,Media Organizations,0,2023-01-11
nevada,Northeastern,Other,0,2023-01-11
nevada,Southern,Individuals/Families,0,2023-01-11
nevada,Southern,Childcare and Pre-Schools,0,2023-01-11
nevada,Southern,K-12 Schools and Districts,0,2023-01-11
nevada,Southern,Colleges and Universities,0,2023-01-11
nevada,Southern,Local Government,0,2023-01-11
nevada,Southern,State Government,0,2023-01-11
nevada,Southern,Federal/National Government (Including Military),0,2023-01-11
nevada,Southern,Tribes/Indigenous Peoples,0,2023-01-11
nevada,Southern,Businesses,0,2023-01-11
nevada,Southern,Hotels and Other Lodgings,0,2023-01-11
nevada,Southern,Healthcare,0,2023-01-11
nevada,Southern,Senior Facilities/Communities,0,2023-01-11
nevada,Southern,Disability/AFN Organizations,0,2023-01-11
nevada,Southern,Non-Profit Organizations,0,2023-01-11
nevada,Southern,Neighborhood Groups,0,2023-01-11
nevada,Southern,Preparedness Organizations,0,2023-01-11
nevada,Southern,Faith-based Organizations,0,2023-01-11
nevada,Southern,"Museums, Libraries, Parks, etc.",0,2023-01-11
nevada,Southern,Volunteer/Service Clubs,0,2023-01-11
nevada,Southern,Youth Organizations,0,2023-01-11
nevada,Southern,Animal Shelter/Service Providers,0,2023-01-11
nevada,Southern,Agriculture/Livestock Sector,0,2023-01-11
nevada,Southern,Volunteer Radio Groups,0,2023-01-11
nevada,Southern,Science/Engineering Organizations,0,2023-01-11
nevada,Southern,Media Organizations,0,2023-01-11
nevada,Southern,Other,0,2023-01-11
nevada,Clark County,Individuals/Families,0,2023-01-11
nevada,Clark County,Childcare and Pre-Schools,0,2023-01-11
nevada,Clark County,K-12 Schools and Districts,0,2023-01-11
nevada,Clark County,Colleges and Universities,0,2023-01-11
nevada,Clark County,Local Government,0,2023-01-11
nevada,Clark County,State Government,0,2023-01-11
nevada,Clark County,Federal/National Government (Including Military),0,2023-01-11
nevada,Clark County,Tribes/Indigenous Peoples,0,2023-01-11
nevada,Clark County,Businesses,0,2023-01-11
nevada,Clark County,Hotels and Other Lodgings,0,2023-01-11
nevada,Clark County,Healthcare,15,2023-01-11
nevada,Clark County,Senior Facilities/Communities,0,2023-01-11
nevada,Clark County,Disability/AFN Organizations,0,2023-01-11
nevada,Clark County,Non-Profit Organizations,0,2023-01-11
nevada,Clark County,Neighborhood Groups,0,2023-01-11
nevada,Clark County,Preparedness Organizations,0,2023-01-11
nevada,Clark County,Faith-based Organizations,0,2023-01-11
nevada,Clark County,"Museums, Libraries, Parks, etc.",0,2023-01-11
nevada,Clark County,Volunteer/Service Clubs,0,2023-01-11
nevada,Clark County,Youth Organizations,0,2023-01-11
nevada,Clark County,Animal Shelter/Service Providers,0,2023-01-11
nevada,Clark County,Agriculture/Livestock Sector,0,2023-01-11
nevada,Clark County,Volunteer Radio Groups,0,2023-01-11
nevada,Clark County,Science/Engineering Organizations,0,2023-01-11
nevada,Clark County,Media Organizations,0,2023-01-11
nevada,Clark County,Other,0,2023-01-11
nevada,Other Areas,Individuals/Families,0,2023-01-11
nevada,Other Areas,Childcare and Pre-Schools,0,2023-01-11
nevada,Other Areas,K-12 Schools and Districts,0,2023-01-11
nevada,Other Areas,Colleges and Universities,0,2023-01-11
nevada,Other Areas,Local Government,0,2023-01-11
nevada,Other Areas,State Government,0,2023-01-11
nevada,Other Areas,Federal/National Government (Including Military),0,2023-01-11
nevada,Other Areas,Tribes/Indigenous Peoples,0,2023-01-11
nevada,Other Areas,Businesses,0,2023-01-11
nevada,Other Areas,Hotels and Other Lodgings,0,2023-01-11
nevada,Other Areas,Healthcare,0,2023-01-11
nevada,Other Areas,Senior Facilities/Communities,0,2023-01-11
nevada,Other Areas,Disability/AFN Organizations,0,2023-01-11
nevada,Other Areas,Non-Profit Organizations,0,2023-01-11
nevada,Other Areas,Neighborhood Groups,0,2023-01-11
nevada,Other Areas,Preparedness Organizations,0,2023-01-11
nevada,Other Areas,Faith-based Organizations,0,2023-01-11
nevada,Other Areas,"Museums, Libraries, Parks, etc.",0,2023-01-11
nevada,Other Areas,Volunteer/Service Clubs,0,2023-01-11
nevada,Other Areas,Youth Organizations,0,2023-01-11
nevada,Other Areas,Animal Shelter/Service Providers,0,2023-01-11
nevada,Other Areas,Agriculture/Livestock Sector,0,2023-01-11
nevada,Other Areas,Volunteer Radio Groups,0,2023-01-11
nevada,Other Areas,Science/Engineering Organizations,0,2023-01-11
nevada,Other Areas,Media Organizations,0,2023-01-11
nevada,Other Areas,Other,0,2023-01-11
newmexico,Southeast,Individuals/Families,0,2023-01-11
newmexico,Southeast,Childcare and Pre-Schools,0,2023-01-11
newmexico,Southeast,K-12 Schools and Districts,0,2023-01-11
newmexico,Southeast,Colleges and Universities,0,2023-01-11
newmexico,Southeast,Local Government,0,2023-01-11
newmexico,Southeast,State Government,0,2023-01-11
newmexico,Southeast,Federal/National Government (Including Military),0,2023-01-11
newmexico,Southeast,Tribes/Indigenous Peoples,0,2023-01-11
newmexico,Southeast,Businesses,0,2023-01-11
newmexico,Southeast,Hotels and Other Lodgings,0,2023-01-11
newmexico,Southeast,Healthcare,0,2023-01-11
newmexico,Southeast,Senior Facilities/Communities,0,2023-01-11
newmexico,Southeast,Disability/AFN Organizations,0,2023-01-11
newmexico,Southeast,Non-Profit Organizations,0,2023-01-11
newmexico,Southeast,Neighborhood Groups,0,2023-01-11
newmexico,Southeast,Preparedness Organizations,0,2023-01-11
newmexico,Southeast,Faith-based Organizations,0,2023-01-11
newmexico,Southeast,"Museums, Libraries, Parks, etc.",0,2023-01-11
newmexico,Southeast,Volunteer/Service Clubs,0,2023-01-11
newmexico,Southeast,Youth Organizations,0,2023-01-11
newmexico,Southeast,Animal Shelter/Service Providers,0,2023-01-11
newmexico,Southeast,Agriculture/Livestock Sector,0,2023-01-11
newmexico,Southeast,Volunteer Radio Groups,0,2023-01-11
newmexico,Southeast,Science/Engineering Organizations,0,2023-01-11
newmexico,Southeast,Media Organizations,0,2023-01-11
newmexico,Southeast,Other,0,2023-01-11
newmexico,Northeast,Individuals/Families,0,2023-01-11
newmexico,Northeast,Childcare and Pre-Schools,0,2023-01-11
newmexico,Northeast,K-12 Schools and Districts,0,2023-01-11
newmexico,Northeast,Colleges and Universities,0,2023-01-11
newmexico,Northeast,Local Government,0,2023-01-11
newmexico,Northeast,State Government,0,2023-01-11
newmexico,Northeast,Federal/National Government (Including Military),0,2023-01-11
newmexico,Northeast,Tribes/Indigenous Peoples,0,2023-01-11
newmexico,Northeast,Businesses,0,2023-01-11
newmexico,Northeast,Hotels and Other Lodgings,0,2023-01-11
newmexico,Northeast,Healthcare,0,2023-01-11
newmexico,Northeast,Senior Facilities/Communities,0,2023-01-11
newmexico,Northeast,Disability/AFN Organizations,0,2023-01-11
newmexico,Northeast,Non-Profit Organizations,0,2023-01-11
newmexico,Northeast,Neighborhood Groups,0,2023-01-11
newmexico,Northeast,Preparedness Organizations,0,2023-01-11
newmexico,Northeast,Faith-based Organizations,0,2023-01-11
newmexico,Northeast,"Museums, Libraries, Parks, etc.",0,2023-01-11
newmexico,Northeast,Volunteer/Service Clubs,0,2023-01-11
newmexico,Northeast,Youth Organizations,0,2023-01-11
newmexico,Northeast,Animal Shelter/Service Providers,0,2023-01-11
newmexico,Northeast,Agriculture/Livestock Sector,0,2023-01-11
newmexico,Northeast,Volunteer Radio Groups,0,2023-01-11
newmexico,Northeast,Science/Engineering Organizations,0,2023-01-11
newmexico,Northeast,Media Organizations,0,2023-01-11
newmexico,Northeast,Other,0,2023-01-11
newmexico,North Central,Individuals/Families,0,2023-01-11
newmexico,North Central,Childcare and Pre-Schools,0,2023-01-11
newmexico,North Central,K-12 Schools and Districts,0,2023-01-11
newmexico,North Central,Colleges and Universities,0,2023-01-11
newmexico,North Central,Local Government,0,2023-01-11
newmexico,North Central,State Government,0,2023-01-11
newmexico,North Central,Federal/National Government (Including Military),0,2023-01-11
newmexico,North Central,Tribes/Indigenous Peoples,0,2023-01-11
newmexico,North Central,Businesses,0,2023-01-11
newmexico,North Central,Hotels and Other Lodgings,0,2023-01-11
newmexico,North Central,Healthcare,0,2023-01-11
newmexico,North Central,Senior Facilities/Communities,0,2023-01-11
newmexico,North Central,Disability/AFN Organizations,0,2023-01-11
newmexico,North Central,Non-Profit Organizations,0,2023-01-11
newmexico,North Central,Neighborhood Groups,0,2023-01-11
newmexico,North Central,Preparedness Organizations,0,2023-01-11
newmexico,North Central,Faith-based Organizations,0,2023-01-11
newmexico,North Central,"Museums, Libraries, Parks, etc.",0,2023-01-11
newmexico,North Central,Volunteer/Service Clubs,0,2023-01-11
newmexico,North Central,Youth Organizations,0,2023-01-11
newmexico,North Central,Animal Shelter/Service Providers,0,2023-01-11
newmexico,North Central,Agriculture/Livestock Sector,0,2023-01-11
newmexico,North Central,Volunteer Radio Groups,0,2023-01-11
newmexico,North Central,Science/Engineering Organizations,0,2023-01-11
newmexico,North Central,Media Organizations,0,2023-01-11
newmexico,North Central,Other,0,2023-01-11
newmexico,Northwest,Individuals/Families,0,2023-01-11
newmexico,Northwest,Childcare and Pre-Schools,0,2023-01-11
newmexico,Northwest,K-12 Schools and Districts,0,2023-01-11
newmexico,Northwest,Colleges and Universities,0,2023-01-11
newmexico,Northwest,Local Government,0,2023-01-11
newmexico,Northwest,State Government,0,2023-01-11
newmexico,Northwest,Federal/National Government (Including Military),0,2023-01-11
newmexico,Northwest,Tribes/Indigenous Peoples,0,2023-01-11
newmexico,Northwest,Businesses,0,2023-01-11
newmexico,Northwest,Hotels and Other Lodgings,0,2023-01-11
newmexico,Northwest,Healthcare,0,2023-01-11
newmexico,Northwest,Senior Facilities/Communities,0,2023-01-11
newmexico,Northwest,Disability/AFN Organizations,0,2023-01-11
newmexico,Northwest,Non-Profit Organizations,0,2023-01-11
newmexico,Northwest,Neighborhood Groups,0,2023-01-11
newmexico,Northwest,Preparedness Organizations,0,2023-01-11
newmexico,Northwest,Faith-based Organizations,0,2023-01-11
newmexico,Northwest,"Museums, Libraries, Parks, etc.",0,2023-01-11
newmexico,Northwest,Volunteer/Service Clubs,0,2023-01-11
newmexico,Northwest,Youth Organizations,0,2023-01-11
newmexico,Northwest,Animal Shelter/Service Providers,0,2023-01-11
newmexico,Northwest,Agriculture/Livestock Sector,0,2023-01-11
newmexico,Northwest,Volunteer Radio Groups,0,2023-01-11
newmexico,Northwest,Science/Engineering Organizations,0,2023-01-11
newmexico,Northwest,Media Organizations,0,2023-01-11
newmexico,Northwest,Other,0,2023-01-11
newmexico,Central,Individuals/Families,0,2023-01-11
newmexico,Central,Childcare and Pre-Schools,0,2023-01-11
newmexico,Central,K-12 Schools and Districts,0,2023-01-11
newmexico,Central,Colleges and Universities,0,2023-01-11
newmexico,Central,Local Government,0,2023-01-11
newmexico,Central,State Government,0,2023-01-11
newmexico,Central,Federal/National Government (Including Military),0,2023-01-11
newmexico,Central,Tribes/Indigenous Peoples,0,2023-01-11
newmexico,Central,Businesses,0,2023-01-11
newmexico,Central,Hotels and Other Lodgings,0,2023-01-11
newmexico,Central,Healthcare,0,2023-01-11
newmexico,Central,Senior Facilities/Communities,0,2023-01-11
newmexico,Central,Disability/AFN Organizations,0,2023-01-11
newmexico,Central,Non-Profit Organizations,0,2023-01-11
newmexico,Central,Neighborhood Groups,0,2023-01-11
newmexico,Central,Preparedness Organizations,0,2023-01-11
newmexico,Central,Faith-based Organizations,0,2023-01-11
newmexico,Central,"Museums, Libraries, Parks, etc.",0,2023-01-11
newmexico,Central,Volunteer/Service Clubs,0,2023-01-11
newmexico,Central,Youth Organizations,0,2023-01-11
newmexico,Central,Animal Shelter/Service Providers,0,2023-01-11
newmexico,Central,Agriculture/Livestock Sector,0,2023-01-11
newmexico,Central,Volunteer Radio Groups,0,2023-01-11
newmexico,Central,Science/Engineering Organizations,0,2023-01-11
newmexico,Central,Media Organizations,0,2023-01-11
newmexico,Central,Other,0,2023-01-11
newmexico,Southwest,Individuals/Families,0,2023-01-11
newmexico,Southwest,Childcare and Pre-Schools,0,2023-01-11
newmexico,Southwest,K-12 Schools and Districts,0,2023-01-11
newmexico,Southwest,Colleges and Universities,0,2023-01-11
newmexico,Southwest,Local Government,0,2023-01-11
newmexico,Southwest,State Government,0,2023-01-11
newmexico,Southwest,Federal/National Government (Including Military),0,2023-01-11
newmexico,Southwest,Tribes/Indigenous Peoples,0,2023-01-11
newmexico,Southwest,Businesses,0,2023-01-11
newmexico,Southwest,Hotels and Other Lodgings,0,2023-01-11
newmexico,Southwest,Healthcare,0,2023-01-11
newmexico,Southwest,Senior Facilities/Communities,0,2023-01-11
newmexico,Southwest,Disability/AFN Organizations,0,2023-01-11
newmexico,Southwest,Non-Profit Organizations,0,2023-01-11
newmexico,Southwest,Neighborhood Groups,0,2023-01-11
newmexico,Southwest,Preparedness Organizations,0,2023-01-11
newmexico,Southwest,Faith-based Organizations,0,2023-01-11
newmexico,Southwest,"Museums, Libraries, Parks, etc.",0,2023-01-11
newmexico,Southwest,Volunteer/Service Clubs,0,2023-01-11
newmexico,Southwest,Youth Organizations,0,2023-01-11
newmexico,Southwest,Animal Shelter/Service Providers,0,2023-01-11
newmexico,Southwest,Agriculture/Livestock Sector,0,2023-01-11
newmexico,Southwest,Volunteer Radio Groups,0,2023-01-11
newmexico,Southwest,Science/Engineering Organizations,0,2023-01-11
newmexico,Southwest,Media Organizations,0,2023-01-11
newmexico,Southwest,Other,0,2023-01-11
newmexico,Other Areas,Individuals/Families,0,2023-01-11
newmexico,Other Areas,Childcare and Pre-Schools,0,2023-01-11
newmexico,Other Areas,K-12 Schools and Districts,0,2023-01-11
newmexico,Other Areas,Colleges and Universities,0,2023-01-11
newmexico,Other Areas,Local Government,0,2023-01-11
newmexico,Other Areas,State Government,0,2023-01-11
newmexico,Other Areas,Federal/National Government (Including Military),0,2023-01-11
newmexico,Other Areas,Tribes/Indigenous Peoples,0,2023-01-11
newmexico,Other Areas,Businesses,0,2023-01-11
newmexico,Other Areas,Hotels and Other Lodgings,0,2023-01-11
newmexico,Other Areas,Healthcare,0,2023-01-11
newmexico,Other Areas,Senior Facilities/Communities,0,2023-01-11
newmexico,Other Areas,Disability/AFN Organizations,0,2023-01-11
newmexico,Other Areas,Non-Profit Organizations,0,2023-01-11
newmexico,Other Areas,Neighborhood Groups,0,2023-01-11
newmexico,Other Areas,Preparedness Organizations,0,2023-01-11
newmexico,Other Areas,Faith-based Organizations,0,2023-01-11
newmexico,Other Areas,"Museums, Libraries, Parks, etc.",0,2023-01-11
newmexico,Other Areas,Volunteer/Service Clubs,0,2023-01-11
newmexico,Other Areas,Youth Organizations,0,2023-01-11
newmexico,Other Areas,Animal Shelter/Service Providers,0,2023-01-11
newmexico,Other Areas,Agriculture/Livestock Sector,0,2023-01-11
newmexico,Other Areas,Volunteer Radio Groups,0,2023-01-11
newmexico,Other Areas,Science/Engineering Organizations,0,2023-01-11
newmexico,Other Areas,Media Organizations,0,2023-01-11
newmexico,Other Areas,Other,0,2023-01-11
northeast,New Jersey,Individuals/Families,0,2023-01-11
northeast,New Jersey,Childcare and Pre-Schools,0,2023-01-11
northeast,New Jersey,K-12 Schools and Districts,0,2023-01-11
northeast,New Jersey,Colleges and Universities,0,2023-01-11
northeast,New Jersey,Local Government,0,2023-01-11
northeast,New Jersey,State Government,0,2023-01-11
northeast,New Jersey,Federal/National Government (Including Military),0,2023-01-11
northeast,New Jersey,Tribes/Indigenous Peoples,0,2023-01-11
northeast,New Jersey,Businesses,0,2023-01-11
northeast,New Jersey,Hotels and Other Lodgings,0,2023-01-11
northeast,New Jersey,Healthcare,0,2023-01-11
northeast,New Jersey,Senior Facilities/Communities,0,2023-01-11
northeast,New Jersey,Disability/AFN Organizations,0,2023-01-11
northeast,New Jersey,Non-Profit Organizations,0,2023-01-11
northeast,New Jersey,Neighborhood Groups,0,2023-01-11
northeast,New Jersey,Preparedness Organizations,0,2023-01-11
northeast,New Jersey,Faith-based Organizations,0,2023-01-11
northeast,New Jersey,"Museums, Libraries, Parks, etc.",0,2023-01-11
northeast,New Jersey,Volunteer/Service Clubs,0,2023-01-11
northeast,New Jersey,Youth Organizations,0,2023-01-11
northeast,New Jersey,Animal Shelter/Service Providers,0,2023-01-11
northeast,New Jersey,Agriculture/Livestock Sector,0,2023-01-11
northeast,New Jersey,Volunteer Radio Groups,0,2023-01-11
northeast,New Jersey,Science/Engineering Organizations,0,2023-01-11
northeast,New Jersey,Media Organizations,0,2023-01-11
northeast,New Jersey,Other,0,2023-01-11
northeast,Pennsylvania,Individuals/Families,0,2023-01-11
northeast,Pennsylvania,Childcare and Pre-Schools,0,2023-01-11
northeast,Pennsylvania,K-12 Schools and Districts,0,2023-01-11
northeast,Pennsylvania,Colleges and Universities,0,2023-01-11
northeast,Pennsylvania,Local Government,0,2023-01-11
northeast,Pennsylvania,State Government,0,2023-01-11
northeast,Pennsylvania,Federal/National Government (Including Military),0,2023-01-11
northeast,Pennsylvania,Tribes/Indigenous Peoples,0,2023-01-11
northeast,Pennsylvania,Businesses,0,2023-01-11
northeast,Pennsylvania,Hotels and Other Lodgings,0,2023-01-11
northeast,Pennsylvania,Healthcare,0,2023-01-11
northeast,Pennsylvania,Senior Facilities/Communities,0,2023-01-11
northeast,Pennsylvania,Disability/AFN Organizations,0,2023-01-11
northeast,Pennsylvania,Non-Profit Organizations,0,2023-01-11
northeast,Pennsylvania,Neighborhood Groups,0,2023-01-11
northeast,Pennsylvania,Preparedness Organizations,0,2023-01-11
northeast,Pennsylvania,Faith-based Organizations,0,2023-01-11
northeast,Pennsylvania,"Museums, Libraries, Parks, etc.",0,2023-01-11
northeast,Pennsylvania,Volunteer/Service Clubs,0,2023-01-11
northeast,Pennsylvania,Youth Organizations,0,2023-01-11
northeast,Pennsylvania,Animal Shelter/Service Providers,0,2023-01-11
northeast,Pennsylvania,Agriculture/Livestock Sector,0,2023-01-11
northeast,Pennsylvania,Volunteer Radio Groups,0,2023-01-11
northeast,Pennsylvania,Science/Engineering Organizations,0,2023-01-11
northeast,Pennsylvania,Media Organizations,0,2023-01-11
northeast,Pennsylvania,Other,0,2023-01-11
northeast,New York,Individuals/Families,0,2023-01-11
northeast,New York,Childcare and Pre-Schools,65,2023-01-11
northeast,New York,K-12 Schools and Districts,0,2023-01-11
northeast,New York,Colleges and Universities,0,2023-01-11
northeast,New York,Local Government,0,2023-01-11
northeast,New York,State Government,0,2023-01-11
northeast,New York,Federal/National Government (Including Military),0,2023-01-11
northeast,New York,Tribes/Indigenous Peoples,0,2023-01-11
northeast,New York,Businesses,0,2023-01-11
northeast,New York,Hotels and Other Lodgings,0,2023-01-11
northeast,New York,Healthcare,0,2023-01-11
northeast,New York,Senior Facilities/Communities,0,2023-01-11
northeast,New York,Disability/AFN Organizations,0,2023-01-11
northeast,New York,Non-Profit Organizations,0,2023-01-11
northeast,New York,Neighborhood Groups,0,2023-01-11
northeast,New York,Preparedness Organizations,0,2023-01-11
northeast,New York,Faith-based Organizations,0,2023-01-11
northeast,New York,"Museums, Libraries, Parks, etc.",0,2023-01-11
northeast,New York,Volunteer/Service Clubs,0,2023-01-11
northeast,New York,Youth Organizations,0,2023-01-11
northeast,New York,Animal Shelter/Service Providers,0,2023-01-11
northeast,New York,Agriculture/Livestock Sector,0,2023-01-11
northeast,New York,Volunteer Radio Groups,0,2023-01-11
northeast,New York,Science/Engineering Organizations,0,2023-01-11
northeast,New York,Media Organizations,0,2023-01-11
northeast,New York,Other,0,2023-01-11
northeast,Connecticut,Individuals/Families,0,2023-01-11
northeast,Connecticut,Childcare and Pre-Schools,0,2023-01-11
northeast,Connecticut,K-12 Schools and Districts,0,2023-01-11
northeast,Connecticut,Colleges and Universities,0,2023-01-11
northeast,Connecticut,Local Government,0,2023-01-11
northeast,Connecticut,State Government,0,2023-01-11
northeast,Connecticut,Federal/National Government (Including Military),0,2023-01-11
northeast,Connecticut,Tribes/Indigenous Peoples,0,2023-01-11
northeast,Connecticut,Businesses,0,2023-01-11
northeast,Connecticut,Hotels and Other Lodgings,0,2023-01-11
northeast,Connecticut,Healthcare,0,2023-01-11
northeast,Connecticut,Senior Facilities/Communities,0,2023-01-11
northeast,Connecticut,Disability/AFN Organizations,0,2023-01-11
northeast,Connecticut,Non-Profit Organizations,0,2023-01-11
northeast,Connecticut,Neighborhood Groups,0,2023-01-11
northeast,Connecticut,Preparedness Organizations,0,2023-01-11
northeast,Connecticut,Faith-based Organizations,0,2023-01-11
northeast,Connecticut,"Museums, Libraries, Parks, etc.",0,2023-01-11
northeast,Connecticut,Volunteer/Service Clubs,0,2023-01-11
northeast,Connecticut,Youth Organizations,0,2023-01-11
northeast,Connecticut,Animal Shelter/Service Providers,0,2023-01-11
northeast,Connecticut,Agriculture/Livestock Sector,0,2023-01-11
northeast,Connecticut,Volunteer Radio Groups,0,2023-01-11
northeast,Connecticut,Science/Engineering Organizations,0,2023-01-11
northeast,Connecticut,Media Organizations,0,2023-01-11
northeast,Connecticut,Other,0,2023-01-11
northeast,Rhode Island,Individuals/Families,0,2023-01-11
northeast,Rhode Island,Childcare and Pre-Schools,0,2023-01-11
northeast,Rhode Island,K-12 Schools and Districts,0,2023-01-11
northeast,Rhode Island,Colleges and Universities,0,2023-01-11
northeast,Rhode Island,Local Government,0,2023-01-11
northeast,Rhode Island,State Government,0,2023-01-11
northeast,Rhode Island,Federal/National Government (Including Military),0,2023-01-11
northeast,Rhode Island,Tribes/Indigenous Peoples,0,2023-01-11
